epoch,train_dice,train_miou,val_dice,val_miou
1,0.7049862890083435,0.5328018417538134,0.7864676283880572,0.6287570392745774
2,0.782537163850325,0.6388984431071362,0.8052156743967365,0.6602826094924562
3,0.7927944617436317,0.6462768712111735,0.8102230040519557,0.6690912679421424
4,0.8028365385668085,0.6592410055575072,0.8122637635137079,0.679601812836202
5,0.8024053238275495,0.6610244450271383,0.8296779307405275,0.6916890726818624
6,0.8211993981834864,0.6847482251145118,0.8252776991510964,0.701384494397352
7,0.8147390042844721,0.6792745281766881,0.8300848771487865,0.7012174778973586
8,0.8140714860541347,0.6743406073871301,0.8333520519902187,0.7039586400647491
9,0.8220817363829933,0.6883643570249112,0.8322970824968812,0.7002660272350005
10,0.8239871708767939,0.6905593272676288,0.8259588239700181,0.6960881743697025
11,0.8159212215831843,0.6823777944045022,0.8171796492506134,0.6929101555857458
12,0.827023347612901,0.6945402732306954,0.8192768192208083,0.6948343906799878
13,0.8252584750002474,0.6932161370881862,0.8228668370236629,0.6992108516371283
14,0.8283305909961427,0.6925151800504034,0.816249775417723,0.6899789499115591
15,0.8341164751278132,0.6994257130547443,0.830614123321773,0.7036487743680055
16,0.8296457005148791,0.7010835399703563,0.8362576450408945,0.7077581160129245
17,0.8239280540141596,0.6896772746151496,0.8312610650465528,0.7002430270787118
18,0.8183067500474933,0.6858370581604012,0.8206391116063378,0.6990762696086826
19,0.8333311668718352,0.7069174861749408,0.8330789697951431,0.7086383540218146
20,0.8363624930925353,0.7013137606090416,0.8328426743457424,0.699828066789044
21,0.828702325404975,0.6963378865025835,0.8281635615775466,0.7026989610422048
22,0.8267280013098068,0.6924372150627744,0.834216502649508,0.7093713896998521
23,0.8415682987932833,0.7153209659299441,0.8301907798581417,0.7030202004879083
24,0.8389143903750431,0.7094354872452657,0.8344477621933711,0.7079744196120068
25,0.8307356992603651,0.697919840680655,0.8302730465652026,0.6954818235208962
26,0.8389419664557425,0.7078442156373479,0.8275664727383972,0.7039379970085442
27,0.833903818192198,0.7044660033981611,0.8262395510978243,0.7009909495754394
28,0.8407602888426001,0.7134937938762338,0.8307574626281191,0.7060297124507555
29,0.8475194476637515,0.7213969228028461,0.8220919395882217,0.6966140089503793
30,0.8237776155606258,0.6888701296201616,0.8259146473982824,0.6932468783195247
31,0.8330233628043201,0.7095081306888167,0.8280227618481104,0.7040964755450747
32,0.8325116892126257,0.7065608452277969,0.8315475144914808,0.7044333411367605
33,0.8275542981807013,0.6979558340691328,0.815679932920073,0.6949144366398199
34,0.8434943051952849,0.7136890686611761,0.8246813724529717,0.6972595455949058
35,0.8284769087688796,0.6940481225707531,0.812026894230486,0.6855517475195351
36,0.8376744733776286,0.705259201778369,0.8268880093662256,0.6982290370908664
37,0.8308708754907105,0.7014307481625546,0.8347614612439201,0.7096590022266297
38,0.834365612185358,0.7027609188921776,0.8315617050351474,0.7034578502229275
39,0.8318199225472149,0.7005292657549962,0.8307314381330437,0.6989711352676635
40,0.8311359867779637,0.6982134659427337,0.8311295816241142,0.7012930524541239
41,0.829178834102678,0.7070478172851739,0.8369236727975089,0.7089198623366504
42,0.8411418280719133,0.7139447462902884,0.8367129080031882,0.713910217136469
43,0.8319317671138221,0.698505314091844,0.829191848428449,0.704045788622506
44,0.8389986308454631,0.7097421650674365,0.8388972987131043,0.7139625345372627
45,0.8427890220957669,0.7159853419570821,0.832889991707433,0.7052301199590332
46,0.8396402239951568,0.7103574346229888,0.8381742017131296,0.7037984290517059
47,0.8354219719835588,0.7066184196270507,0.8328454894743015,0.7058265020658803
48,0.833731230666383,0.7006666760335749,0.8322645116101978,0.7071029827372113
49,0.8271289693237212,0.6989626226870997,0.8351153974162302,0.7064009319181639
50,0.8317947509338098,0.7021595909184795,0.8397684363039561,0.7149343121772391
1,0.8401377470895611,0.7099927211891179,0.8378886722416098,0.7109815035649341
2,0.8448297199808997,0.7136577758671434,0.8296651983648278,0.7052978836581707
3,0.8361029433705246,0.7083917423622272,0.8332372088562396,0.7078700330528862
4,0.8328829938918129,0.7047777247692018,0.82378189911379,0.7038439449262479
5,0.8412471745727554,0.7161131795009451,0.8425153651870748,0.715416147036722
6,0.8355047573819613,0.7060513252750992,0.8421081797950359,0.713797266949562
7,0.8281592387787616,0.7039136637208119,0.8364690718334101,0.7107716672181343
8,0.8366168502963529,0.7147504046803346,0.8338870046147158,0.7076400598235381
9,0.837060441515683,0.7088039093953271,0.8339892795682713,0.7097333533217722
10,0.8360061285776905,0.7066061665259886,0.8248666890948633,0.7011368000123488
11,0.8403886749540421,0.711748671441966,0.8396474818477346,0.7157073201995108
12,0.8417485406349154,0.7178996121944117,0.8365273823609956,0.711945101363902
13,0.8169959488867053,0.6881099872884922,0.8207422380096012,0.7002238345624066
14,0.8376217034479376,0.7138252182947598,0.8393274898607578,0.7131955203289769
15,0.8334521344263216,0.7032117871702666,0.8341638710382209,0.7039068757220694
16,0.8453920345103633,0.7179430547580554,0.8378435127860884,0.7100070383976003
17,0.8487857355885987,0.7206567089474285,0.8304934243632978,0.6991503290613249
18,0.8474773224583665,0.7275621964957227,0.8302236017255924,0.7041279685609143
19,0.8379874501373579,0.7077473538080662,0.8268453509448114,0.6996004381624411
20,0.8344649597930166,0.7013914552483387,0.8274708106459098,0.7041836091273106
21,0.8459922316865417,0.7224418640884076,0.8329354526773842,0.6995966434595938
22,0.8422822307149491,0.7148579764883054,0.825067483653089,0.6977592751040742
23,0.8441484410514695,0.7143149818408341,0.8366415031654331,0.6987292803962757
24,0.8391618900351595,0.7115798396225507,0.8292461387270257,0.6945274578411791
25,0.8280429498791644,0.6993006428085622,0.8253351346538716,0.6949362114030165
26,0.8334356201374954,0.7045737082124948,0.8307587939237814,0.7068790568646542
27,0.8425700691121009,0.7207338163873613,0.8356727845180216,0.704955258610902
28,0.8333296659682373,0.7020923191112238,0.8387717332772142,0.703807264791878
29,0.8380881280065814,0.7076005870001434,0.8373414130803706,0.7017580964831691
30,0.8235173268879786,0.6933547818375687,0.8375523231082507,0.7065484992460715
31,0.8341015335556075,0.7135808972101667,0.8366002479149441,0.7067442415146853
32,0.8290740781542112,0.696007843124496,0.8414896504083093,0.7070661674747034
33,0.8383816872408346,0.7108181740771217,0.8389801622469153,0.709595659817461
34,0.8273814010448551,0.6995498027448024,0.8262369086074959,0.7016504918794928
35,0.8426211807709555,0.7183650001309362,0.8312691272306166,0.6975843640239383
36,0.8356153042647642,0.7071380475371396,0.8367781764805969,0.7077844678199989
37,0.8393229835338113,0.7138475250744243,0.8349284065938887,0.7013942834737878
38,0.8450758773294762,0.7229928978141945,0.8343290095309169,0.7029958025236285
39,0.8338603109773077,0.7082035265687834,0.8376010301512653,0.7096061171773388
40,0.8364193003395779,0.7022068487922664,0.8267523753425359,0.6949474425026706
41,0.8424504122977126,0.7132925593790599,0.8214678961766584,0.6941270280003777
